Date,High,Low,Open,Close,Volume,std,trend,ema_trend
2018-01-02,181.5800018310547,177.5500030517578,177.67999267578125,181.4199981689453,18151900,0.0,0.5,0.0
2018-01-03,184.77999877929688,181.3300018310547,181.8800048828125,184.6699981689453,16886600,0.0,1.0,0.0
2018-01-04,186.2100067138672,184.10000610351562,184.89999389648438,184.3300018310547,13880900,0.0,0.0,0.0
2018-01-05,186.89999389648438,184.92999267578125,185.58999633789062,186.85000610351562,13574500,0.0,1.0,0.0
2018-01-08,188.89999389648438,186.3300018310547,187.1999969482422,188.27999877929688,17994700,0.0,1.0,0.0
2018-01-09,188.8000030517578,187.10000610351562,188.6999969482422,187.8699951171875,12393100,0.0,0.0,0.0
2018-01-10,187.88999938964844,185.6300048828125,186.94000244140625,187.83999633789062,10529900,0.0,0.0,0.0
2018-01-11,188.39999389648438,187.3800048828125,188.39999389648438,187.77000427246094,9588600,0.0,0.0,0.0
2018-01-12,181.47999572753906,177.39999389648438,178.05999755859375,179.3699951171875,77551300,0.0,0.0,0.0
2018-01-16,181.75,178.0399932861328,181.5,178.38999938964844,36183800,3.7400111411134715,0.0,0.35
2018-01-17,179.32000732421875,175.8000030517578,179.25999450683594,177.60000610351562,27992400,4.267720867227777,0.5,0.35
2018-01-18,180.97999572753906,177.0800018310547,178.1300048828125,179.8000030517578,23304900,4.492378019965548,0.5,0.3
2018-01-19,182.3699951171875,180.1699981689453,180.85000610351562,181.2899932861328,26826500,4.555692567396552,0.5,0.35
2018-01-22,185.38999938964844,180.41000366210938,180.8000030517578,185.3699951171875,21059500,4.457977492585773,1.0,0.35
2018-01-23,189.5500030517578,185.5500030517578,186.0500030517578,189.35000610351562,25678800,4.599826643918795,1.0,0.35
2018-01-24,190.66000366210938,186.52000427246094,189.88999938964844,186.5500030517578,24334500,4.476663796440607,0.0,0.35
2018-01-25,188.6199951171875,186.60000610351562,187.9499969482422,187.47999572753906,17377700,4.437670389587772,0.5,0.4
2018-01-26,190.0,186.80999755859375,187.75,190.0,17759200,4.733584729465328,1.0,0.5
2018-01-29,188.83999633789062,185.6300048828125,188.75,185.97999572753906,20453200,4.547542085797901,0.0,0.5
2018-01-30,188.17999267578125,181.83999633789062,187.6199951171875,187.1199951171875,20858600,4.131208824317865,0.5,0.55
2018-01-31,189.8300018310547,185.22000122070312,188.3699951171875,186.88999938964844,43275100,3.210753820276412,0.5,0.55
2018-02-01,195.32000732421875,187.88999938964844,188.22000122070312,193.08999633789062,54211300,3.1162308085775154,1.0,0.6
2018-02-02,194.2100067138672,189.97999572753906,192.0399932861328,190.27999877929688,26677500,2.400474913680974,0.0,0.55
2018-02-05,190.61000061035156,180.61000061035156,186.92999267578125,181.25999450683594,33128200,3.16958574895857,0.0,0.45
2018-02-06,185.77000427246094,177.74000549316406,178.57000732421875,185.30999755859375,37758500,3.2073159145902155,1.0,0.45
2018-02-07,185.0800018310547,179.9499969482422,184.14999389648438,180.17999267578125,27601900,3.9423511837708505,0.0,0.45
2018-02-08,181.83999633789062,171.47999572753906,181.00999450683594,171.5800018310547,38478300,6.186726445447029,0.0,0.4
2018-02-09,176.89999389648438,167.17999267578125,174.75999450683594,176.11000061035156,39887600,6.531240137802221,1.0,0.4
2018-02-12,177.5500030517578,171.83999633789062,177.05999755859375,176.41000366210938,32092100,6.865632746394702,0.5,0.45
2018-02-13,175.97000122070312,173.10000610351562,175.6199951171875,173.14999389648438,21809400,7.3015900029138345,0.0,0.4
2018-02-14,179.80999755859375,173.2100067138672,173.4499969482422,179.52000427246094,28929700,7.056634121544262,1.0,0.45
2018-02-15,180.5,176.83999633789062,180.5,179.9600067138672,20922100,5.554495504063039,0.5,0.4
2018-02-16,179.8800048828125,176.3000030517578,178.99000549316406,177.36000061035156,20645300,4.02969805098726,0.0,0.4
2018-02-20,177.9499969482422,175.11000061035156,175.77000427246094,176.00999450683594,21204900,3.9101648341524573,0.5,0.45
2018-02-21,181.27000427246094,176.39999389648438,176.7100067138672,177.91000366210938,23200800,2.8318377484703174,0.5,0.4
2018-02-22,180.2100067138672,177.41000366210938,178.6999969482422,178.99000549316406,18464200,2.6966879277945437,0.5,0.45
2018-02-23,183.38999938964844,179.50999450683594,179.89999389648438,183.2899932861328,19007300,2.767877978938406,1.0,0.55
2018-02-26,185.66000366210938,183.22000122070312,184.5800018310547,184.92999267578125,17599700,3.462487183391361,1.0,0.55
2018-02-27,184.6999969482422,181.4600067138672,184.4499969482422,181.4600067138672,15849800,3.451044272173801,0.0,0.5
2018-02-28,182.8800048828125,178.13999938964844,182.3000030517578,178.32000732421875,18783000,2.750485715452137,0.0,0.5
2018-03-01,180.1199951171875,174.41000366210938,179.00999450683594,175.94000244140625,23201600,3.0082682006942987,0.0,0.4
2018-03-02,177.11000061035156,172.99000549316406,173.2899932861328,176.6199951171875,20025900,3.1244540741297038,0.5,0.4
2018-03-05,181.14999389648438,175.88999938964844,176.1999969482422,180.39999389648438,16189300,3.085836971777622,1.0,0.5
2018-03-06,182.3800048828125,179.11000061035156,181.77999877929688,179.77999877929688,15086800,2.848596160048406,0.5,0.5
2018-03-07,183.82000732421875,178.07000732421875,178.74000549316406,183.7100067138672,19097300,3.0147814455579303,1.0,0.55
2018-03-08,184.39999389648438,181.4499969482422,183.55999755859375,182.33999633789062,17225900,3.0336743257959355,0.0,0.5
2018-03-09,185.50999450683594,183.2100067138672,183.91000366210938,185.22999572753906,18526300,3.271875728835852,1.0,0.5
2018-03-12,186.10000610351562,184.22000122070312,185.22999572753906,184.75999450683594,15301200,3.248814890016387,0.5,0.45
2018-03-13,185.99000549316406,181.11000061035156,185.61000061035156,181.8800048828125,18067500,3.260185849420284,0.0,0.45
2018-03-14,184.25,181.85000610351562,182.60000610351562,184.19000244140625,16821700,3.2728658956973433,1.0,0.55
2018-03-15,184.0,182.19000244140625,183.24000549316406,183.86000061035156,15614300,2.68795394962347,0.5,0.6
2018-03-16,185.3300018310547,183.41000366210938,184.49000549316406,185.08999633789062,24403400,1.9368656987072768,0.5,0.6
2018-03-19,177.1699981689453,170.05999755859375,177.00999450683594,172.55999755859375,88140100,3.8267248452778384,0.0,0.5
2018-03-20,170.1999969482422,161.9499969482422,167.47000122070312,168.14999389648438,129851800,5.897940872191501,0.0,0.45
2018-03-21,173.39999389648438,163.3000030517578,164.8000030517578,169.38999938964844,106598800,6.872508249227576,0.5,0.4
2018-03-22,170.27000427246094,163.72000122070312,166.1300048828125,164.88999938964844,73743000,8.223064180219145,0.0,0.4
2018-03-23,166.60000610351562,159.02000427246094,165.44000244140625,159.38999938964844,53609700,9.637068048676856,0.0,0.3
2018-03-26,161.10000610351562,149.02000427246094,160.82000732421875,160.05999755859375,126116600,10.128865575386497,0.5,0.3
2018-03-27,162.85000610351562,150.75,156.30999755859375,152.22000122070312,79117000,11.475211013985437,0.0,0.3
2018-03-28,155.8800048828125,150.8000030517578,151.64999389648438,153.02999877929688,60029200,11.418347435596859,0.5,0.25
2018-03-29,161.4199981689453,154.13999938964844,155.14999389648438,159.7899932861328,59434300,9.869418850547744,1.0,0.3
2018-04-02,159.1999969482422,154.11000061035156,157.80999755859375,155.38999938964844,36796000,7.031118913448975,0.5,0.3
2018-04-03,157.38999938964844,150.80999755859375,156.5500030517578,156.11000061035156,42543900,6.0015760879365425,0.5,0.35
2018-04-04,155.55999755859375,150.50999450683594,152.02999877929688,155.10000610351562,49885600,5.381075074738919,0.5,0.4
2018-04-05,161.57000732421875,156.64999389648438,161.55999755859375,159.33999633789062,41449600,3.849396230554386,1.0,0.45
2018-04-06,161.4199981689453,156.80999755859375,157.72999572753906,157.1999969482422,41644800,2.8561261080995664,0.0,0.45
2018-04-09,160.52999877929688,156.0399932861328,157.82000732421875,157.92999267578125,34915200,2.741951621061439,0.5,0.5
2018-04-10,165.97999572753906,157.00999450683594,157.92999267578125,165.0399932861328,57889300,3.715990270540538,1.0,0.55
2018-04-11,168.64999389648438,163.25,165.36000061035156,166.32000732421875,56144600,4.283916212431179,0.5,0.6
2018-04-12,167.4499969482422,163.10000610351562,166.97999572753906,163.8699951171875,38263000,4.106781092073335,0.0,0.55
2018-04-13,165.6999969482422,163.77000427246094,164.5800018310547,164.52000427246094,19990600,4.392402283040522,0.5,0.5
2018-04-16,165.77999877929688,163.38999938964844,165.72000122070312,164.8300018310547,18119400,4.285065569001658,0.5,0.5
2018-04-17,169.0,165.66000366210938,165.8300018310547,168.66000366210938,22743000,4.51684256013962,1.0,0.55
2018-04-18,168.1199951171875,165.77000427246094,166.8800048828125,166.36000061035156,20969600,3.8874389016184163,0.0,0.5
2018-04-19,168.3300018310547,165.1999969482422,166.1999969482422,168.10000610351562,22235000,3.8560148572841753,0.5,0.45
2018-04-20,168.42999267578125,165.80999755859375,167.7899932861328,166.27999877929688,19119400,2.970111865818382,0.0,0.45
2018-04-23,168.4499969482422,165.08999633789062,167.27000427246094,165.83999633789062,23088100,1.5215572343488502,0.5,0.45
2018-04-24,166.10000610351562,158.19000244140625,165.42999267578125,159.69000244140625,35079900,2.50944553455337,0.0,0.35
2018-04-25,161.05999755859375,156.19000244140625,160.13999938964844,159.69000244140625,41083600,3.0670481012192905,0.5,0.35
2018-04-26,176.27000427246094,170.8000030517578,173.22000122070312,174.16000366210938,77556900,4.231451613169777,1.0,0.45
2018-04-27,177.10000610351562,172.60000610351562,176.80999755859375,173.58999633789062,29804700,4.850314614491781,0.5,0.45
2018-04-30,175.72000122070312,171.7100067138672,173.7899932861328,172.0,20750500,5.065080549740203,0.5,0.45
2018-05-01,174.02000427246094,170.22999572753906,172.0,173.86000061035156,26025900,5.4563984870371245,0.5,0.4
2018-05-02,178.0800018310547,174.1999969482422,174.25,176.07000732421875,30424500,5.9795262128772935,0.5,0.45
2018-05-03,176.1199951171875,172.1199951171875,175.1300048828125,174.02000427246094,24026100,6.178195374229921,0.5,0.45
2018-05-04,176.97999572753906,173.05999755859375,173.0800018310547,176.61000061035156,17677800,6.4345462110681195,0.5,0.5
2018-05-07,179.5,177.1699981689453,177.35000610351562,177.97000122070312,18697200,6.5888477509608565,0.5,0.5
2018-05-08,179.0399932861328,177.11000061035156,178.25,178.9199981689453,15577200,5.365391759501186,0.5,0.55
2018-05-09,183.00999450683594,178.77999877929688,179.6699981689453,182.66000366210938,23282800,3.176855009343829,1.0,0.6
2018-05-10,186.1300048828125,182.5,183.14999389648438,185.52999877929688,21071400,4.290268119617658,1.0,0.6
2018-05-11,188.32000732421875,184.17999267578125,184.85000610351562,186.99000549316406,21207800,5.083494351438868,0.5,0.6
2018-05-14,187.86000061035156,186.1999969482422,187.7100067138672,186.63999938964844,15646700,5.123336220133749,0.5,0.6
2018-05-15,185.2899932861328,183.1999969482422,184.8800048828125,184.32000732421875,15429400,4.804927830104762,0.0,0.55
2018-05-16,184.32000732421875,182.66000366210938,183.6999969482422,183.1999969482422,16975500,4.516912031121375,0.5,0.55
2018-05-17,184.05999755859375,182.22000122070312,182.67999267578125,183.75999450683594,14840700,3.646453977681026,0.5,0.55
2018-05-18,184.19000244140625,182.61000061035156,183.49000549316406,182.67999267578125,13130500,2.9699057002866036,0.5,0.55
2018-05-21,185.3000030517578,183.1300048828125,183.77000427246094,184.49000549316406,13532900,2.3230622032662067,1.0,0.6
2018-05-22,185.4199981689453,183.42999267578125,184.92999267578125,183.8000030517578,12731400,1.5352254926867228,0.5,0.6
2018-05-23,186.91000366210938,182.17999267578125,182.5,186.89999389648438,16628100,1.5838602721122312,1.0,0.6
2018-05-24,186.8000030517578,185.02999877929688,185.8800048828125,185.92999267578125,12354700,1.608336150109043,0.0,0.5
2018-05-25,186.3300018310547,184.4499969482422,186.02000427246094,184.9199981689453,10965100,1.428457852074778,0.0,0.45
2018-05-29,186.80999755859375,183.7100067138672,184.33999633789062,185.74000549316406,16398900,1.3138847823669169,1.0,0.5
2018-05-30,188.0,185.25,186.5399932861328,187.6699981689453,13736900,1.6307835216973248,1.0,0.6
2018-05-31,192.72000122070312,187.47999572753906,187.8699951171875,191.77999877929688,30782600,2.600500297423876,1.0,0.65
2018-06-01,194.5500030517578,192.07000732421875,193.07000732421875,193.99000549316406,17307200,3.5588369971561695,1.0,0.7
2018-06-04,193.97999572753906,191.47000122070312,191.83999633789062,193.27999877929688,18939800,3.7709387410842936,0.5,0.7
2018-06-05,195.0,192.6199951171875,194.3000030517578,192.94000244140625,15544300,3.879549341326992,0.5,0.65
2018-06-06,192.52999877929688,189.11000061035156,191.02999877929688,191.33999633789062,22558900,3.540370242045061,0.5,0.65
2018-06-07,190.97000122070312,186.77000427246094,190.75,188.17999267578125,21503200,3.4602039654474144,0.0,0.55
2018-06-08,189.47999572753906,186.42999267578125,187.52999877929688,189.10000610351562,12677100,3.2262649982262754,0.5,0.6
2018-06-11,192.60000610351562,188.8000030517578,188.80999755859375,191.5399932861328,12928900,2.733846201154459,1.0,0.7
2018-06-12,193.27999877929688,191.55999755859375,192.1699981689453,192.39999389648438,11562700,2.1867328385111766,0.5,0.65
2018-06-13,194.5,191.91000366210938,192.74000549316406,192.41000366210938,15853800,1.8130418992883375,0.5,0.6
2018-06-14,197.27999877929688,192.91000366210938,193.10000610351562,196.80999755859375,19120900,2.4312759205306853,1.0,0.6
2018-06-15,197.07000732421875,194.63999938964844,195.7899932861328,195.85000610351562,21860900,2.6452496566255483,0.5,0.55
2018-06-18,199.5800018310547,194.1300048828125,194.8000030517578,198.30999755859375,16826000,3.2446640881697673,1.0,0.6
2018-06-19,197.9600067138672,193.7899932861328,196.24000549316406,197.49000549316406,19994000,3.5567793230482363,0.5,0.6
2018-06-20,203.5500030517578,198.80999755859375,199.10000610351562,202.0,28230900,4.389687226430305,1.0,0.65
2018-06-21,203.38999938964844,200.08999633789062,202.75999450683594,201.5,19045700,4.309726525378221,0.5,0.7
2018-06-22,202.24000549316406,199.30999755859375,201.16000366210938,201.74000549316406,17420200,3.9870900523643362,0.5,0.7
2018-06-25,200.0,193.11000061035156,200.0,196.35000610351562,25275100,3.5169601319359822,0.0,0.6
2018-06-26,199.10000610351562,196.22999572753906,197.60000610351562,199.0,17897600,3.0439336034099873,1.0,0.65
2018-06-27,200.75,195.8000030517578,199.17999267578125,195.83999633789062,18734400,2.4637208736715066,0.0,0.6
2018-06-28,197.33999633789062,193.25999450683594,195.17999267578125,196.22999572753906,18172400,2.5139543326943063,0.5,0.55
2018-06-29,197.60000610351562,193.9600067138672,197.32000732421875,194.32000732421875,15811600,2.7260949495190787,0.0,0.5
2018-07-02,197.4499969482422,192.22000122070312,193.3699951171875,197.36000061035156,13961600,2.7413661506393456,1.0,0.5
2018-07-03,195.39999389648438,192.52000427246094,194.5500030517578,192.72999572753906,13489500,3.2425137115874474,0.0,0.45
2018-07-05,198.64999389648438,194.02999877929688,194.74000549316406,198.4499969482422,19684200,2.8961085965489324,1.0,0.45
2018-07-06,203.63999938964844,197.6999969482422,198.4499969482422,203.22999572753906,19740100,3.2064630011554764,1.0,0.5
2018-07-09,205.8000030517578,202.1199951171875,204.92999267578125,204.74000549316406,18149400,3.74050914179986,0.5,0.5
2018-07-10,204.91000366210938,202.25999450683594,204.5,203.5399932861328,13190100,4.0993038359681835,0.5,0.55
2018-07-11,204.5,201.75,202.22000122070312,202.5399932861328,12927400,4.291406239699324,0.5,0.5
2018-07-12,207.0800018310547,203.19000244140625,203.42999267578125,206.9199981689453,15454700,4.812829787556252,1.0,0.6
2018-07-13,208.42999267578125,206.4499969482422,207.80999755859375,207.32000732421875,11486800,5.114333599324388,0.5,0.6
2018-07-16,208.72000122070312,206.83999633789062,207.5,207.22999572753906,11078200,4.830023653868704,0.5,0.65
2018-07-17,210.4600067138672,204.83999633789062,204.89999389648438,209.99000549316406,15349900,5.011825220073836,1.0,0.65
2018-07-18,210.99000549316406,208.44000244140625,209.82000732421875,209.36000061035156,15334900,3.514028049492894,0.5,0.7
2018-07-19,209.99000549316406,207.75999450683594,208.77000427246094,208.08999633789062,11350400,2.6265137955435853,0.5,0.65
2018-07-20,211.5,208.5,208.85000610351562,209.94000244140625,16163900,2.613280962807195,1.0,0.65
2018-07-23,211.6199951171875,208.8000030517578,210.5800018310547,210.91000366210938,16732000,2.753664717348016,0.5,0.65
2018-07-24,216.1999969482422,212.60000610351562,215.11000061035156,214.6699981689453,28468700,3.1572440762178373,1.0,0.7
2018-07-25,218.6199951171875,214.27000427246094,215.72000122070312,217.5,58954200,3.44669898431762,1.0,0.75
2018-07-26,180.1300048828125,173.75,174.88999938964844,176.25999450683594,169803700,11.321809788624883,0.0,0.65
2018-07-27,179.92999267578125,173.0,179.8699951171875,174.88999938964844,60073700,15.230330976123447,0.5,0.65
2018-07-30,175.3000030517578,166.55999755859375,175.3000030517578,171.05999755859375,65280800,18.32745172442233,0.5,0.65
2018-07-31,174.24000549316406,170.0,170.6699981689453,172.5800018310547,40356500,19.87500261659385,0.5,0.6
2018-08-01,175.0800018310547,170.89999389648438,173.92999267578125,171.64999389648438,34042100,20.72851274885961,0.5,0.6
2018-08-02,176.7899932861328,170.27000427246094,170.67999267578125,176.3699951171875,32400000,20.54732076115966,0.5,0.6
2018-08-03,178.85000610351562,176.14999389648438,177.69000244140625,177.77999877929688,24763400,19.497031493858138,0.5,0.55
2018-08-06,185.7899932861328,178.3800048828125,178.97000122070312,185.69000244140625,49716200,17.498261812820452,0.5,0.55
2018-08-07,188.3000030517578,183.72000122070312,186.5,183.80999755859375,33398600,13.785214037373272,0.5,0.5
2018-08-08,186.85000610351562,183.75999450683594,184.75,185.17999267578125,22205200,5.532478047318876,0.5,0.45
2018-08-09,186.57000732421875,182.47999572753906,185.85000610351562,183.08999633789062,19732100,5.774961171412331,0.5,0.5
2018-08-10,182.10000610351562,179.4199981689453,182.0399932861328,180.25999450683594,21500400,5.680845043477437,0.0,0.45
2018-08-13,182.61000061035156,178.89999389648438,180.10000610351562,180.0500030517578,17423300,4.999709401442172,0.5,0.45
2018-08-14,181.99000549316406,178.6199951171875,180.7100067138672,181.11000061035156,19102000,4.3450197192371425,0.5,0.45
2018-08-15,180.8699951171875,174.77999877929688,179.33999633789062,179.52999877929688,33020200,3.097264264796847,0.5,0.45
2018-08-16,180.5,174.00999450683594,180.4199981689453,174.6999969482422,31351800,3.420042062841359,0.0,0.4
2018-08-17,176.22000122070312,172.0399932861328,174.5,173.8000030517578,24893200,4.029238767339899,0.5,0.4
2018-08-20,174.57000732421875,170.91000366210938,174.0399932861328,172.5,21518000,4.36699067077077,0.5,0.4
2018-08-21,174.1699981689453,171.38999938964844,172.80999755859375,172.6199951171875,19578500,4.542409334767193,0.5,0.4
2018-08-22,174.24000549316406,172.1300048828125,172.2100067138672,173.63999938964844,16894100,4.033142992642808,0.5,0.4
2018-08-23,175.5500030517578,172.8300018310547,173.08999633789062,172.89999389648438,18053600,3.6268127578805216,0.5,0.4
2018-08-24,174.82000732421875,172.9199981689453,173.6999969482422,174.64999389648438,14631600,3.3359505279258275,0.5,0.45
2018-08-27,178.6699981689453,175.7899932861328,175.99000549316406,177.4600067138672,17921900,3.0346952161998426,1.0,0.5
2018-08-28,178.24000549316406,175.8300018310547,178.10000610351562,176.25999450683594,15910700,2.3000070188017503,0.5,0.5
2018-08-29,176.7899932861328,174.75,176.3000030517578,175.89999389648438,18494100,1.6724314422852815,0.5,0.5
2018-08-30,179.7899932861328,175.6999969482422,175.89999389648438,177.63999938964844,24216500,1.9568583628861822,1.0,0.6
2018-08-31,177.6199951171875,174.97999572753906,177.14999389648438,175.72999572753906,18065200,1.9493374859521853,0.0,0.55
2018-09-04,173.88999938964844,168.8000030517578,173.5,171.16000366210938,29809000,2.1686569247547025,0.0,0.5
2018-09-05,171.1300048828125,166.6699981689453,169.49000549316406,167.17999267578125,31226700,3.208267747786955,0.0,0.45
2018-09-06,166.97999572753906,160.0,166.97999572753906,162.52999877929688,41514800,4.913974807420294,0.0,0.4
2018-09-07,164.6300048828125,160.16000366210938,160.30999755859375,163.0399932861328,24300600,5.8649104776791,0.5,0.4
2018-09-10,165.00999450683594,162.16000366210938,163.50999450683594,164.17999267578125,20197700,6.289216268158046,0.5,0.4
2018-09-11,167.19000244140625,163.72000122070312,163.94000244140625,165.94000244140625,20457100,6.04682896643694,0.5,0.35
2018-09-12,164.49000549316406,161.8000030517578,163.25,162.0,24078100,6.07636601806418,0.0,0.3
2018-09-13,163.32000732421875,160.86000061035156,162.0,161.36000061035156,25453800,5.852358278089116,0.5,0.3
2018-09-14,162.83999633789062,160.33999633789062,161.72000122070312,162.32000732421875,21770400,4.664308698227248,0.5,0.25
2018-09-17,162.05999755859375,159.77000427246094,161.9199981689453,160.5800018310547,21005300,3.2272533765498457,0.5,0.3
2018-09-18,161.75999450683594,158.8699951171875,159.38999938964844,160.3000030517578,22465200,2.2359861933297687,0.5,0.35
2018-09-19,163.44000244140625,159.47999572753906,160.0800018310547,163.05999755859375,19629000,1.67865183317619,1.0,0.45
2018-09-20,166.4499969482422,164.47000122070312,164.5,166.02000427246094,18936000,2.00875819776829,1.0,0.55
2018-09-21,167.25,162.80999755859375,166.63999938964844,162.92999267578125,45994800,2.008085792314198,0.0,0.5
2018-09-24,165.6999969482422,160.8800048828125,161.02999877929688,165.41000366210938,19222800,2.1312067905116865,1.0,0.55
2018-09-25,165.58999633789062,161.14999389648438,161.99000549316406,164.91000366210938,27622800,1.9933309399709938,0.5,0.55
2018-09-26,169.3000030517578,164.2100067138672,164.3000030517578,166.9499969482422,25252200,2.33360540935498,1.0,0.65
2018-09-27,171.77000427246094,167.2100067138672,167.5500030517578,168.83999633789062,27266900,2.7706336902892303,1.0,0.7
2018-09-28,168.7899932861328,162.55999755859375,168.3300018310547,164.4600067138672,34265600,2.6967883673735944,0.0,0.65
2018-10-01,165.8800048828125,161.25999450683594,163.02999877929688,162.44000244140625,26407700,2.4621158300640795,0.0,0.6
2018-10-02,162.27999877929688,158.6699981689453,161.5800018310547,159.3300018310547,36031000,2.6586343029151105,0.0,0.55
2018-10-03,163.66000366210938,159.52999877929688,160.0,162.42999267578125,23109500,2.7019490911365405,1.0,0.55
2018-10-04,161.4600067138672,157.35000610351562,161.4600067138672,158.85000610351562,25739600,3.132985315900347,0.0,0.45
2018-10-05,160.89999389648438,156.1999969482422,159.2100067138672,157.3300018310547,25744000,3.722071597551222,0.0,0.45
2018-10-08,158.33999633789062,154.38999938964844,155.5399932861328,157.25,24046000,4.039122426487924,0.5,0.4
2018-10-09,160.58999633789062,157.4199981689453,157.69000244140625,157.89999389648438,18844400,4.138841655699706,0.5,0.4
2018-10-10,157.69000244140625,151.30999755859375,156.82000732421875,151.3800048828125,30610000,4.77340289013372,0.0,0.3
2018-10-11,154.80999755859375,149.16000366210938,150.1300048828125,153.35000610351562,35338900,4.052459891863791,0.5,0.25
2018-10-12,156.88999938964844,151.3000030517578,156.72999572753906,153.74000549316406,25293500,3.694524791254364,0.5,0.3
2018-10-15,155.57000732421875,152.5500030517578,153.32000732421875,153.52000427246094,15433500,3.408188727549425,0.5,0.35
2018-10-16,159.4600067138672,155.00999450683594,155.39999389648438,158.77999877929688,19180100,3.3617090442908855,1.0,0.45
2018-10-17,160.49000549316406,157.9499969482422,159.55999755859375,159.4199981689453,17592000,2.865162933745476,0.5,0.4
2018-10-18,158.66000366210938,153.27999877929688,158.50999450683594,154.9199981689453,21675100,2.719814912499884,0.0,0.4
2018-10-19,157.35000610351562,153.5500030517578,155.86000061035156,154.0500030517578,19761300,2.7070551988879257,0.5,0.45
2018-10-22,157.33999633789062,154.4600067138672,154.75999450683594,154.77999877929688,15424700,2.634351869827133,0.5,0.45
2018-10-23,154.77000427246094,150.85000610351562,151.22000122070312,154.38999938964844,19095000,2.4603546286191427,0.5,0.45
2018-10-24,154.64999389648438,145.60000610351562,154.27999877929688,146.0399932861328,27744600,3.605895508201775,0.0,0.45
